Id,SalePrice
1461,124717.53120533416
1462,149170.24281770847
1463,175523.67339641857
1464,192475.07094640395
1465,198307.410667026
1466,180487.21742009916
1467,174904.16115397686
1468,169309.61029137348
1469,188858.72844284706
1470,125538.58386357481
1471,186730.94307205954
1472,94388.44795114025
1473,95080.84826322705
1474,142726.38541412936
1475,120131.1480691826
1476,409324.9603668876
1477,280553.4055964728
1478,314615.8129688801
1479,319990.32808668
1480,489791.2061035216
1481,303790.4507095465
1482,213506.62952472444
1483,163284.21792744237
1484,162753.29262629422
1485,194409.6929949728
1486,199086.7711156261
1487,352498.05211805477
1488,248922.36295389035
1489,217202.57559118702
1490,223006.90016979305
1491,191290.4324570218
1492,86107.69333748978
1493,208953.594993185
1494,300603.4241377441
1495,282679.0917491665
1496,227974.90530539045
1497,187197.70137373137
1498,154467.9896295898
1499,159796.93507933588
1500,150299.97995750155
1501,170082.04244694614
1502,156716.7300268129
1503,310676.30542870576
1504,244312.1833606211
1505,227781.3397735027
1506,184923.5936043125
1507,237897.21829093344
1508,168968.99791597374
1509,160547.593236816
1510,144125.23667250766
1511,148508.67828541028
1512,171563.1675455692
1513,153869.8361341807
1514,160034.15287755762
1515,235206.59509664777
1516,154236.62301524373
1517,161924.92514668356
1518,143185.13753252442
1519,214445.4965338663
1520,131374.5656089342
1521,127406.39026773932
1522,177626.3816478785
1523,118417.84204807725
1524,116317.12858763164
1525,122973.30868493467
1526,123581.4586537832
1527,114354.76620534959
1528,138437.0002499849
1529,134727.39924691204
1530,170787.14005200702
1531,118281.47803543387
1532,96968.23298188926
1533,139921.3219328626
1534,124812.35197644978
1535,160125.1178723772
1536,111216.00623474905
1537,74003.19120574894
1538,152691.77225594505
1539,199061.61654123152
1540,86851.19719504067
1541,138838.66438879498
1542,137215.47817670877
1543,195939.39542292262
1544,88516.67794523509
1545,120829.70639890613
1546,138972.9329867332
1547,143712.60735253783
1548,133981.36926222307
1549,121686.87830639066
1550,135571.31293595317
1551,111887.16242254217
1552,134969.86147702925
