Id,SalePrice
1461,122458.67220861252
1462,160194.1033794468
1463,180537.40496240984
1464,180962.85812717592
1465,208689.95636072845
1466,166469.88074076423
1467,182755.12133793614
1468,158305.01078938862
1469,189193.84159255133
1470,120302.14766395788
1471,199514.76284533492
1472,97339.03328586441
1473,93953.38882404695
1474,153358.8685759059
1475,135493.3303014066
1476,400143.46983575245
1477,250853.80153150426
1478,287434.73784711317
1479,277645.6710681544
1480,501114.2793379941
1481,302681.17288048594
1482,217602.92555346372
1483,169304.1603748143
1484,171909.88334475612
1485,173202.04974618717
1486,187780.52137505228
1487,347661.38330259256
1488,246608.64728981603
1489,208257.81478602806
1490,220709.16431891164
1491,183906.4796978449
1492,82248.73995348215
1493,174947.45949732824
1494,281766.28985238663
1495,290105.9656404292
1496,222653.91267991715
1497,179178.89003442315
1498,158692.32452476965
1499,162351.67403784874
1500,147119.28347793006
1501,170206.42113730876
1502,150884.72770583077
1503,281299.23775009543
1504,231075.40401167778
1505,214811.11184918488
1506,181867.37916275574
1507,240554.28999761754
1508,186553.1520345187
1509,160670.62194018188
1510,143717.77846499684
1511,140068.4174685342
1512,172386.85582631076
1513,152484.90170963737
1514,165029.07851630618
1515,199855.83747098516
1516,163833.3420130681
1517,169304.0118784229
1518,140369.1432802998
1519,222344.1287282096
1520,132199.81296118197
1521,129637.99626556174
1522,168637.13492168233
1523,102212.91166818836
1524,114622.4207633227
1525,118414.53000098799
1526,120005.31945357619
1527,107298.51453759268
1528,125675.05615325778
1529,147415.07010734212
1530,185728.79137753558
1531,99068.94316490063
1532,100112.25817810923
1533,135016.3481964123
1534,118282.01467979974
1535,139638.29210475052
1536,106214.40402310307
1537,80232.03331122317
1538,181896.34382662326
1539,201783.76227145677
1540,88173.36105805817
1541,139741.50779244865
1542,134813.96144647317
1543,218216.41117518276
1544,79509.79364087908
1545,109788.00033198395
1546,125073.46983145834
1547,137849.7763706257
1548,133685.77894582626
1549,106475.9802127629
1550,141574.91513521687
1551,106750.41312162299
1552,136150.4040064874
1553,156373.4944141424
1554,101374.38724101054
1555,162393.30821733162
1556,72654.430388875
1557,95873.93984032936
1558,94741.42323839283
1559,80493.87880162851
1560,138650.9876536786
1561,118027.24484402468
1562,126957.85272230333
1563,113000.09161743686
1564,157883.909988354
1565,146004.30799797937
1566,238609.10995599098
1567,68197.28742507943
1568,203068.59972988194
1569,132422.69882105626
1570,132480.4397824445
1571,136674.26173080693
1572,145640.86518474147
1573,263408.6551487699
1574,114941.2637571824
1575,230562.38698722614
1576,214955.26403395002
1577,193540.17962870555
1578,145531.14021023762
1579,148883.9719546812
1580,187633.93946655633
1581,153197.8578067905
1582,124503.65680619297
1583,335836.23723066
1584,226659.4842430681
1585,141495.6171941522
1586,84273.03555903136
1587,98886.85210329211
1588,143979.64086903178
1589,96452.96524717563
1590,140372.90754187314
1591,95728.8773814306
1592,112905.19992988814
1593,134606.75008014092
1594,140982.61211022473
1595,104978.30658032667
1596,230845.4127147496
1597,187418.38018457455
1598,201687.85417791273
1599,204440.95257116298
1600,181355.46385282886
1601,80399.09646109088
1602,112261.37536254206
1603,102431.78541297237
1604,277368.49258537433
1605,228636.78881786615
1606,168180.2032658449
1607,172265.59796404617
1608,213617.0243692706
1609,195041.33540518684
1610,143046.2636829734
1611,138502.39024604904
1612,165580.08195855285
1613,156616.81903029018
1614,132905.3300785196
1615,91660.89264178772
1616,80087.30291425485
1617,102349.04049220418
1618,124717.27407974332
1619,135393.7045273728
1620,153843.7061733627
1621,131265.92825057337
1622,131368.13730054314
1623,273882.9603510785
1624,203810.8659391202
1625,126020.60663865913
1626,169389.11796725972
1627,179410.8219208048
1628,271270.1608429432
1629,170001.21000220772
1630,372082.14103771455
1631,242749.16182341284
1632,257292.74975026897
1633,163882.18378121822
1634,181186.88802662925
1635,174180.09176911667
1636,154175.7504753965
1637,181840.24025582508
1638,194158.28943564772
1639,179706.91025713301
1640,241258.6934853461
1641,171183.3509229019
1642,211181.1286028626
1643,213825.28846312937
1644,221249.62252811063
1645,186676.23747023966
1646,160151.54622142774
1647,164945.98465119206
1648,133000.69620653658
1649,138831.25473156013
1650,116833.00540650051
1651,126374.17514970397
1652,96404.90763460119
1653,101484.67768385254
1654,146037.11176894078
1655,156500.33361564585
1656,146663.90267517575
1657,147605.25389939256
1658,145967.66132961801
1659,144339.77531545187
1660,154368.37471045152
1661,444740.83383966144
1662,407284.0490113361
1663,397135.8265459631
1664,470061.0825854681
1665,311272.57285990415
1666,343715.0648274891
1667,377950.1105195226
1668,329506.0266724532
1669,278442.2020355816
1670,367295.18349060125
1671,262305.24977580825
1672,427442.18531171035
1673,301994.3675818275
1674,249375.57348095582
1675,175658.30950160188
1676,177601.18693783737
1677,211330.64623608993
1678,453831.9712725181
1679,374304.4740938582
1680,349177.3765470578
1681,265412.36656651035
1682,311247.3635663113
1683,173564.6375298631
1684,172303.23504131145
1685,166930.82578154237
1686,171397.36119694327
1687,158329.33604864826
1688,178908.58044645144
1689,185362.74175492203
1690,186442.59036295157
1691,178130.70686279304
1692,276435.62818269257
1693,159936.20373770592
1694,178447.98702569443
1695,162186.98927272833
1696,271365.9408478977
1697,166956.10896975716
1698,390009.2168750583
1699,306093.1055357313
1700,241595.69183906942
1701,257882.16896774597
1702,252031.7710070937
1703,249152.13369790316
1704,294510.99640602304
1705,225150.27614792823
1706,423067.7395332631
1707,217927.1119699717
1708,198448.77871617884
1709,258367.95570518583
1710,222555.51802616954
1711,247328.60660013588
1712,268883.68204896786
1713,251449.1209353383
1714,209892.5489004471
1715,199587.9282958155
1716,182603.35515357327
1717,183306.04679525347
1718,131722.62126139953
1719,199487.4067961662
1720,248596.07920564825
1721,178956.68368828762
1722,135772.8803077239
1723,163873.68100786823
1724,215688.82347321196
1725,238797.78999881842
1726,181341.30182788265
1727,156906.3942953695
1728,184286.03703295937
1729,151872.72936632065
1730,167068.9987189708
1731,115768.52499649208
1732,132725.01817904628
1733,123102.39555584938
1734,125566.61258203584
1735,138837.5065474726
1736,118278.36211226668
1737,347714.7156561512
1738,208746.88398252515
1739,305747.61430355837
1740,216833.6372581829
1741,185588.60645473754
1742,166585.34416695416
1743,177107.46618295906
1744,315254.2727257298
1745,199620.79829677698
1746,222739.2301250171
1747,206574.919159696
1748,217599.12114769066
1749,152162.2545637561
1750,124627.75828972134
1751,221877.72439898856
1752,118939.90016253457
1753,153105.675435253
1754,194917.44438813976
1755,162673.02784628066
1756,129977.23157047789
1757,119088.78413759593
1758,143138.10907765527
1759,163108.14913824358
1760,169111.01155898153
1761,148095.836188958
1762,170959.11724924415
1763,165048.31387622404
1764,111692.53572679238
1765,177033.76751223154
1766,186811.4249505028
1767,211678.08144073203
1768,141803.8319282943
1769,181902.41819546255
1770,148316.10946427734
1771,134171.44626089797
1772,138369.7237494533
1773,130045.5707258371
1774,135060.9230138931
1775,140380.10825820686
1776,126738.97829364208
1777,111060.87345363961
1778,141189.28921527806
1779,110906.44021418026
1780,180446.02291219708
1781,128532.9764811136
1782,100223.1748148308
1783,129026.48662591931
1784,108138.66209661837
1785,126787.16520870787
1786,154477.84991540635
1787,156150.92745189503
1788,63623.05274402629
1789,106197.36250745527
1790,87915.84441319123
1791,176108.0978185364
1792,161081.87205136562
1793,134962.23875501737
1794,147741.97185061596
1795,132443.32989602102
1796,134555.35780588345
1797,107420.77425240201
1798,132062.658557946
1799,110682.97440053298
1800,125110.09474400937
1801,127121.3377251826
1802,138594.1944262011
1803,154563.35224100834
1804,138713.59614095846
1805,144183.55602315118
1806,110389.34959230432
1807,130644.84980625738
1808,124710.62486780764
1809,120144.71605749441
1810,152167.45184788236
1811,96224.14403185887
1812,89189.38826184737
1813,115130.23258172059
1814,99761.17099074111
1815,58558.118785438004
1816,105302.7186645851
1817,120729.17950827458
1818,154732.988447068
1819,123804.0660804252
1820,72930.87479031312
1821,116699.25590860203
1822,143260.4661320871
1823,50050.13573944592
1824,134954.3347991115
1825,132874.9336613381
1826,94854.36215931486
1827,102335.48355524545
1828,138959.3606184479
1829,115643.69798092997
1830,142889.3412477071
1831,168412.7726681266
1832,86317.7682424153
1833,150752.4344720265
1834,119557.75146093842
1835,136767.5269628275
1836,121879.9072416628
1837,87192.3300699301
1838,114228.11457567012
1839,88918.02237764487
1840,146141.54158001882
1841,148169.87831364182
1842,81084.32470879938
1843,140232.72807141274
1844,135288.41033873105
1845,145930.22130404753
1846,155387.71615396152
1847,158277.75598115608
1848,57297.36362821862
1849,124644.07943447735
1850,120070.95720777068
1851,156882.5016381727
1852,126324.66709714629
1853,126032.36788930112
1854,174043.5531492326
1855,139307.81493303025
1856,207608.0562595173
1857,167011.14147435108
1858,138687.14736376045
1859,126135.09186926838
1860,149709.2690375761
1861,126135.09186926838
1862,315465.5060898261
1863,315263.5956697719
1864,315263.5956697719
1865,352357.3916244208
1866,349337.2132344761
1867,242210.51877489226
1868,292203.86100127274
1869,206111.83244487856
1870,246565.7407981889
1871,257998.3468756613
1872,163674.08197698163
1873,221384.5417036881
1874,147414.55488371593
1875,207897.36022923575
1876,189197.0773776346
1877,225009.26947591908
1878,201885.82835925135
1879,126717.59969297709
1880,134184.00370077134
1881,259737.34460241266
1882,252457.9088981015
1883,190748.59334929736
1884,196484.95316603518
1885,257483.41375087228
1886,301071.63380251674
1887,207095.8800976193
1888,299551.66052727954
1889,150625.84376392062
1890,130768.16436770813
1891,137222.4440982078
1892,105558.45163934778
1893,124377.07704427144
1894,114419.4474355846
1895,139867.29000113884
1896,122303.84783613805
1897,103006.1799308385
1898,117380.82003377001
1899,154003.85934939366
1900,157464.16977345786
1901,175278.89525402506
1902,138137.27393146284
1903,221240.4625639446
1904,152313.86108076802
1905,193859.61993383785
1906,172726.4782769594
1907,211156.3315116644
1908,115206.17655495777
1909,129316.71946172162
1910,121097.2602943948
1911,213402.98025366824
1912,314034.0546370471
1913,138352.34479320384
1914,78341.43145974945
1915,325290.76022383804
1916,86838.49656703256
1917,257875.64402256132
1918,135991.10785259027
1919,160165.25380297986
1920,162920.23667106355
1921,417786.21435627853
1922,364274.15982469136
1923,204327.4468426055
1924,214301.88572844383
1925,219738.7457123439
1926,420609.5523495574
1927,137268.38266738833
1928,160364.4448519069
1929,120821.25374622374
1930,133201.73559602047
1931,146040.3994623651
1932,133333.90507161032
1933,181920.65522577675
1934,173767.00129026626
1935,164043.71341668657
1936,185295.11191094294
1937,171773.60952559178
1938,173617.63258576163
1939,261715.9161992185
1940,213049.47849638277
1941,163543.16879506898
1942,175014.2364345423
1943,220859.82988574982
1944,335045.2747226979
1945,397448.80380382226
1946,153063.38986580964
1947,335598.9734978567
1948,159293.40608711232
1949,223197.2161323198
1950,175178.05230112196
1951,247965.3477241132
1952,211470.4427736368
1953,164536.87957238543
1954,189228.7551806119
1955,124412.00917072086
1956,314627.2047248588
1957,159085.5311791546
1958,299185.9619634905
1959,132221.0611995305
1960,112870.49297101473
1961,114839.79936409234
1962,100617.87384338002
1963,107002.89072796504
1964,99732.30326263096
1965,139829.63036596245
1966,153569.0784990663
1967,279371.35299826047
1968,392132.8871436003
1969,406901.18302290706
1970,457312.53895962745
1971,452504.9627747348
1972,373130.5756213419
1973,270921.5266991488
1974,301457.23947639106
1975,445648.9767338102
1976,262091.35864291363
1977,358270.8441874244
1978,378851.45543196413
1979,341291.94588502543
1980,189963.68918401742
1981,372738.7701849769
1982,227238.2928634203
1983,214326.86066528433
1984,164402.78456501343
1985,227508.95816780787
1986,201586.45075462415
1987,197335.83624156375
1988,167728.71027555005
1989,178569.43106558183
1990,224288.38610741313
1991,221741.81698448467
1992,198509.40056024803
1993,164789.2360351606
1994,248514.70069435085
1995,176050.11915838835
1996,244005.84815180823
1997,306233.3773787234
1998,343618.09458989877
1999,251597.66088466492
2000,299435.0203603949
2001,246301.11872669295
2002,238347.5926660036
2003,240646.35180807408
2004,271644.60765389225
2005,220199.17689366313
2006,224089.32554817692
2007,239356.1849670552
2008,218142.78655431102
2009,177084.03278707736
2010,189132.38381882838
2011,147014.9691810091
2012,178195.2619252459
2013,175913.78918373268
2014,176371.62692051774
2015,198051.78680337564
2016,181186.88802662925
2017,191249.21338457233
2018,121359.92139100084
2019,136249.7897641788
2020,98717.10482439383
2021,109798.97526774864
2022,179187.1159540277
2023,130476.81845106382
2024,245925.8794321394
2025,352905.144199778
2026,171780.11623144106
2027,150250.26658938904
2028,155669.43646176724
2029,168610.16126485015
2030,264817.2455467599
2031,241545.27572901172
2032,245470.63636786808
2033,263419.3390848549
2034,160601.513906288
2035,203427.68671010804
2036,198455.73506516728
2037,201728.45756005085
2038,305506.7714575007
2039,246581.85858582376
2040,307200.67333704827
2041,277050.90473699884
2042,199352.05727548664
2043,173767.55640024075
2044,173877.40405409376
2045,203231.79702213182
2046,141445.65021625024
2047,146294.4810138818
2048,141019.6220349908
2049,131502.4098978616
2050,176220.08011580107
2051,109973.16120664058
2052,130091.31799044061
2053,150464.93324985422
2054,94909.61903328232
2055,162766.93924136832
2056,131294.8945117632
2057,113439.47033877402
2058,220261.54200972276
2059,128380.75492345094
2060,174129.03153413627
2061,179536.10050604402
2062,127307.08955486547
2063,111318.08952344723
2064,135683.30773173034
2065,118832.24417624442
2066,165210.00947135207
2067,115947.3152728048
2068,140557.95689500507
2069,88936.91974945056
2070,111650.49316680963
2071,96407.90426925331
2072,136830.73050020938
2073,140731.32932950437
2074,196917.2562203952
2075,155947.44708603958
2076,126758.78450156636
2077,151461.299213179
2078,134072.06227946334
2079,119959.23740263055
2080,116552.15966714192
2081,117398.9396236313
2082,114113.30889904693
2083,150324.60444753192
2084,113990.226897229
2085,121484.7280693864
2086,125233.0130151311
2087,108352.3749751802
2088,85774.71105856997
2089,75396.14447238453
2090,133684.1617594174
2091,115687.27821449816
2092,127589.4487023328
2093,113085.93968049085
2094,136172.58680703232
2095,137854.37376403264
2096,79883.60264512288
2097,90732.70625155958
2098,144712.20573347353
2099,66909.63868860244
2100,99001.58112618371
2101,117664.68168106754
2102,128849.54154170775
2103,99219.39985393193
2104,130136.37526723409
2105,126063.81877932916
2106,73856.25101072891
2107,224010.24679441826
2108,110864.20159076763
2109,106258.30779984657
2110,134963.32426327898
2111,155258.141282028
2112,137461.64094633402
2113,110250.66804027243
2114,105166.86066357125
2115,154019.27012976256
2116,119915.05798501764
2117,147524.16244456434
2118,107950.88619835676
2119,104657.65489256043
2120,109080.48443574941
2121,86582.79799054643
2122,112426.36125617156
2123,87133.03484546501
2124,178962.21388756702
2125,126318.10906395066
2126,141171.02775747897
2127,150723.99118550192
2128,126734.82103548318
2129,103786.47970784725
2130,138210.20140841513
2131,152978.09020150983
2132,111657.80798059278
2133,124468.5677669461
2134,117187.16127719947
2135,93935.25538123012
2136,65382.933625697915
2137,114142.97182461586
2138,127982.74034790967
2139,158309.90728447298
2140,140414.88403771573
2141,144041.6765194729
2142,123617.58643419757
2143,138942.24555676614
2144,132964.36755582
2145,138548.6810053027
2146,173621.12568900283
2147,141078.24294471668
2148,119738.15614282149
2149,135913.96252403938
2150,212620.64744
2151,136304.00987610468
2152,194201.3753965864
2153,165429.4806577869
2154,94740.63830985129
2155,138203.8094716582
2156,265361.3511282566
2157,237352.7486410533
2158,242148.3242029332
2159,224697.49794897082
2160,167444.2169042758
2161,244084.10629419392
2162,398404.98007986665
2163,366271.654236817
2164,256131.41483648887
2165,188847.23939675625
2166,150297.5797095873
2167,218285.8469145841
2168,191114.85307955215
2169,189952.43121201394
2170,211205.3174408761
2171,141286.38881307642
2172,138243.1376627317
2173,169814.0515800304
2174,228109.4367397368
2175,299550.1899026312
